BHID,FROM,TO,LITHO_DESC,lithoID
18413,51.25,58.75,Early Diorite,2
18413,58.75,79.49,Intermediate to Ultramafic Volcanics,5
18413,79.49,80.61,Diorite,2
18413,80.61,89.88,Intermediate to Ultramafic Volcanics,5
18413,89.88,92.78,Early Diorite,2
18413,92.78,95.4,Shear Zone,4
18413,95.4,96.01,Diorite,2
18413,96.01,96.69,Intermediate to Ultramafic Volcanics,5
18413,96.69,102.24,Diorite,2
18413,102.24,102.44,Intermediate to Ultramafic Volcanics,5
18413,102.44,103.96,Early Diorite,2
18413,103.96,104.57,Intermediate to Ultramafic Volcanics,5
18413,104.57,104.85,Early Diorite,2
18413,104.85,105.03,Intermediate to Ultramafic Volcanics,5
18413,105.03,116.73,Early Diorite,2
18414,0,9.47,Casing,1
18414,9.47,11.09,Intermediate to Ultramafic Volcanics,5
18414,11.09,15.78,Early Diorite,2
18414,15.78,18.37,Intermediate to Ultramafic Volcanics,5
18414,18.37,29.5,Intermediate to Ultramafic Volcanics,5
18414,29.5,36.48,Shear Zone,4
18414,36.48,53.96,Early Diorite,2
18414,53.96,56.78,Shear Zone,4
18414,56.78,63.82,Diorite,2
18414,63.82,64.95,Intermediate to Ultramafic Volcanics,5
18414,64.95,68.35,Intermediate to Ultramafic Volcanics,5
18414,68.35,93.42,Intermediate to Ultramafic Volcanics,5
18414,93.42,113.99,Intermediate to Ultramafic Volcanics,5
18415,0,18.01,Casing,1
18415,18.01,27.31,Intermediate to Ultramafic Volcanics,5
18415,27.31,30.9,Early Diorite,2
18415,30.9,41.14,Intermediate to Ultramafic Volcanics,5
18416,0,16.7,Casing,1
18416,16.7,42.29,Intermediate to Ultramafic Volcanics,5
18416,42.29,50.94,Early Diorite,2
18416,50.94,82.7,Intermediate to Ultramafic Volcanics,5
18416,82.7,84.3,Diorite,2
18416,84.3,96.01,Intermediate to Ultramafic Volcanics,5
18417,0,11.2,Casing,1
18417,11.2,19.09,Shear Zone,4
18417,19.09,21.99,Intermediate to Ultramafic Volcanics,5
18417,21.99,39.38,Intermediate to Ultramafic Volcanics,5
18417,39.38,44.5,Shear Zone,4
18418,0,14.47,Casing,1
18418,14.47,14.99,Shear Zone,4
18418,14.99,17.8,Quartz-Tourmaline Veins,10
18418,17.8,20.55,Early Diorite,2
18418,20.55,38.48,Shear Zone,4
18418,38.48,48,Intermediate to Ultramafic Volcanics,5
18419,0,10.97,Casing,1
18419,10.97,12.22,Early Diorite,2
18419,12.22,13.1,Diorite,2
18419,13.1,32.35,Early Diorite,2
18419,32.35,33.64,Felsic to Intermediate Dykes,3
18419,33.64,43.76,Early Diorite,2
18419,43.76,50.77,Intermediate to Ultramafic Volcanics,5
18419,50.77,55.07,Felsic to Intermediate Dykes,3
18419,55.07,57.71,Shear Zone,4
18419,57.71,58.35,Felsic to Intermediate Dykes,3
18419,58.35,62.2,Intermediate to Ultramafic Volcanics,5
18419,62.2,68.12,Felsic to Intermediate Dykes,3
18419,68.12,70.39,Intermediate to Ultramafic Volcanics,5
18419,70.39,72.75,Felsic to Intermediate Dykes,3
18419,72.75,82.79,Intermediate to Ultramafic Volcanics,5
18419,82.79,84.82,Shear Zone,4
18419,84.82,85.48,Shear Zone,4
18419,85.48,87.69,Felsic to Intermediate Dykes,3
18419,87.69,91.74,Intermediate to Ultramafic Volcanics,5
18419,91.74,94.82,Shear Zone,4
18419,94.82,96.01,Intermediate to Ultramafic Volcanics,5
18420,0,7.4,Casing,1
18420,7.4,12.69,Early Diorite,2
18420,12.69,13.89,Diorite,2
18420,13.89,59.4,Intermediate to Ultramafic Volcanics,5
18420,59.4,79.09,Early Diorite,2
18420,79.09,86.19,Intermediate to Ultramafic Volcanics,5
18420,86.19,86.98,Felsic to Intermediate Dykes,3
18421,0,10.39,Casing,1
18421,10.39,14.15,Intermediate to Ultramafic Volcanics,5
18421,14.15,15.02,Early Diorite,2
18421,15.02,15.62,Intermediate to Ultramafic Volcanics,5
18421,15.62,20.57,Early Diorite,2
18421,20.57,21.67,Diorite,2
18421,21.67,45.23,Early Diorite,2
18421,45.23,58.67,Diorite,2
18421,58.67,81.68,Early Diorite,2
18421,81.68,85.99,Intermediate to Ultramafic Volcanics,5
18421,85.99,91.25,Early Diorite,2
18421,91.25,92.7,Intermediate to Ultramafic Volcanics,5
18421,92.7,93.66,Early Diorite,2
18421,93.66,94.89,Shear Zone,4
18421,94.89,113.99,Intermediate to Ultramafic Volcanics,5
18422,0,10.69,Casing,1
18422,10.69,38.8,Early Diorite,2
18422,38.8,44.8,Early Diorite,2
18422,44.8,47.64,Felsic to Intermediate Dykes,3
18422,47.64,48,Early Diorite,2
18423,0,7.71,Casing,1
18423,7.71,22.43,Intermediate to Ultramafic Volcanics,5
18423,22.43,30.66,Intermediate to Ultramafic Volcanics,5
18423,30.66,35.79,Felsic to Intermediate Dykes,3
18423,35.79,44.28,Intermediate to Ultramafic Volcanics,5
18423,44.28,47.39,Shear Zone,4
18423,47.39,69,Intermediate to Ultramafic Volcanics,5
18424,0,12,Casing,1
18424,12,20.4,Intermediate to Ultramafic Volcanics,5
18424,20.4,21.59,Diorite,2
18424,21.59,25.54,Intermediate to Ultramafic Volcanics,5
18424,25.54,26.13,Diorite,2
18424,26.13,109.45,Intermediate to Ultramafic Volcanics,5
18424,109.45,112.56,Early Diorite,2
18424,112.56,115.97,Shear Zone,4
18424,115.97,122.98,Early Diorite,2
18425,0,7.68,Casing,1
18425,7.68,14.15,Early Diorite,2
18425,14.15,28.48,Intermediate to Ultramafic Volcanics,5
18425,28.48,39.06,Diorite,2
18425,39.06,42.24,Early Diorite,2
18425,42.24,66.2,Intermediate to Ultramafic Volcanics,5
18425,66.2,69.86,Diorite,2
18425,69.86,70.18,Intermediate to Ultramafic Volcanics,5
18425,70.18,82.32,Diorite,2
18425,82.32,91.71,Intermediate to Ultramafic Volcanics,5
18426,0,6,Casing,1
18426,6,6.85,Intermediate to Ultramafic Volcanics,5
18426,6.85,10.78,Felsic to Intermediate Dykes,3
18426,10.78,12.49,Shear Zone,4
18426,12.49,14.32,Felsic to Intermediate Dykes,3
18426,14.32,34.65,Intermediate to Ultramafic Volcanics,5
18426,34.65,41.87,Felsic to Intermediate Dykes,3
18426,41.87,63.45,Intermediate to Ultramafic Volcanics,5
18426,63.45,69.79,Felsic to Intermediate Dykes,3
18426,69.79,77.2,Shear Zone,4
18426,77.2,84,Shear Zone,4
18427,0,10.97,Casing,1
18427,10.97,18.28,Intermediate to Ultramafic Volcanics,5
18427,18.28,22.82,Felsic to Intermediate Dykes,3
18427,22.82,28.83,Intermediate to Ultramafic Volcanics,5
18427,28.83,32.64,Intermediate to Ultramafic Volcanics,5
18427,32.64,39.47,Felsic to Intermediate Dykes,3
18427,39.47,40.08,Shear Zone,4
18427,40.08,41.57,Intermediate to Ultramafic Volcanics,5
18427,41.57,42.3,Felsic to Intermediate Dykes,3
18427,42.3,47.76,Intermediate to Ultramafic Volcanics,5
18427,47.76,50.53,Shear Zone,4
18427,50.53,52.86,Felsic to Intermediate Dykes,3
18427,52.86,63.38,Intermediate to Ultramafic Volcanics,5
18427,63.38,63.88,Felsic to Intermediate Dykes,3
18427,63.88,68.13,Intermediate to Ultramafic Volcanics,5
18427,68.13,73.38,Felsic to Intermediate Dykes,3
18427,73.38,73.76,Intermediate to Ultramafic Volcanics,5
18427,73.76,75.16,Diorite,2
18427,75.16,75.77,Intermediate to Ultramafic Volcanics,5
18427,75.77,77.43,Felsic to Intermediate Dykes,3
18427,77.43,78.05,Diorite,2
18427,78.05,80.98,Intermediate to Ultramafic Volcanics,5
18428,0,12.71,Casing,1
18428,12.71,23.77,Felsic to Intermediate Dykes,3
18428,23.77,36.39,Intermediate to Ultramafic Volcanics,5
18428,36.39,37,Felsic to Intermediate Dykes,3
18428,37,38.31,Intermediate to Ultramafic Volcanics,5
18428,38.31,43.51,Shear Zone,4
18428,43.51,55.26,Intermediate to Ultramafic Volcanics,5
18428,55.26,56.31,Shear Zone,4
18428,56.31,57.88,Intermediate to Ultramafic Volcanics,5
18428,57.88,60.63,Felsic to Intermediate Dykes,3
18428,60.63,62.39,Intermediate to Ultramafic Volcanics,5
18428,62.39,66.29,Felsic to Intermediate Dykes,3
18428,66.29,69.22,Shear Zone,4
18428,69.22,72.26,Felsic to Intermediate Dykes,3
18428,72.26,77.99,Intermediate to Ultramafic Volcanics,5
18429,0,7.52,Casing,1
18429,7.52,7.77,Intermediate to Ultramafic Volcanics,5
18429,7.77,28.86,Felsic to Intermediate Dykes,3
18429,28.86,47.42,Intermediate to Ultramafic Volcanics,5
18429,47.42,64.46,Felsic to Intermediate Dykes,3
18429,64.46,68.12,Intermediate to Ultramafic Volcanics,5
18430,0,7.54,Casing,1
18430,7.54,15.66,Intermediate to Ultramafic Volcanics,5
18430,15.66,17.43,Early Diorite,2
18430,17.43,25.58,Early Diorite,2
18430,25.58,28.23,Felsic to Intermediate Dykes,3
18430,28.23,29.99,Early Diorite,2
18430,29.99,50.27,Intermediate to Ultramafic Volcanics,5
18430,50.27,67.23,Felsic to Intermediate Dykes,3
18430,67.23,71.17,Shear Zone,4
18430,71.17,91.1,Intermediate to Ultramafic Volcanics,5
18430,91.1,95.85,Felsic to Intermediate Dykes,3
18430,95.85,105,Intermediate to Ultramafic Volcanics,5
18431,0,4.26,Casing,1
18431,4.26,22.37,Intermediate to Ultramafic Volcanics,5
18431,22.37,27.35,Diorite,2
18431,27.35,33.04,Intermediate to Ultramafic Volcanics,5
18431,33.04,40.96,Diorite,2
18431,40.96,46.74,Intermediate to Ultramafic Volcanics,5
18431,46.74,47.91,Diorite,2
18431,47.91,69,Intermediate to Ultramafic Volcanics,5
18432,0,6.4,Casing,1
18432,6.4,108.21,Intermediate to Ultramafic Volcanics,5
18432,108.21,117.78,Early Diorite,2
18432,117.78,120.15,Shear Zone,4
18432,120.15,121.73,Early Diorite,2
18432,121.73,122.49,Intermediate to Ultramafic Volcanics,5
18432,122.49,122.83,Early Diorite,2
18432,122.83,122.98,Intermediate to Ultramafic Volcanics,5
18433,0,6.7,Casing,1
18433,6.7,16.58,Intermediate to Ultramafic Volcanics,5
18433,16.58,19.11,Diorite,2
18433,19.11,22.73,Felsic to Intermediate Dykes,3
18433,22.73,42,Intermediate to Ultramafic Volcanics,5
18435,0,5.54,Casing,1
18435,5.54,8.41,Felsic to Intermediate Dykes,3
18435,8.41,22.76,Intermediate to Ultramafic Volcanics,5
18435,22.76,45.72,Intermediate to Ultramafic Volcanics,5
18435,45.72,52.15,Intermediate to Ultramafic Volcanics,5
18435,52.15,98.14,Felsic to Intermediate Dykes,3
18436,0,32.46,Casing,1
18436,32.46,35.6,Intermediate to Ultramafic Volcanics,5
18436,35.6,37.18,Shear Zone,4
18436,37.18,38.25,Intermediate to Ultramafic Volcanics,5
18436,38.25,39.22,Felsic to Intermediate Dykes,3
18436,39.22,39.53,Intermediate to Ultramafic Volcanics,5
18436,39.53,40.44,Felsic to Intermediate Dykes,3
18436,40.44,44.86,Intermediate to Ultramafic Volcanics,5
18436,44.86,44.98,Early Diorite,2
18437,0,6.58,Casing,1
18437,6.58,18.85,Intermediate to Ultramafic Volcanics,5
18437,18.85,42.56,Intermediate to Ultramafic Volcanics,5
18437,42.56,62.6,Felsic to Intermediate Dykes,3
18437,62.6,65.28,Intermediate to Ultramafic Volcanics,5
18437,65.28,67.54,Felsic to Intermediate Dykes,3
18437,67.54,74.46,Intermediate to Ultramafic Volcanics,5
18437,74.46,83.88,Diorite,2
18437,83.88,96.77,Intermediate to Ultramafic Volcanics,5
18437,96.77,97.96,Diorite,2
18437,97.96,98.99,Intermediate to Ultramafic Volcanics,5
18438,0,7.01,Casing,1
18438,7.01,37.12,Intermediate to Ultramafic Volcanics,5
18438,37.12,41.1,Felsic to Intermediate Dykes,3
18438,41.1,72.69,Intermediate to Ultramafic Volcanics,5
18438,72.69,74.64,Shear Zone,4
18438,74.64,81.22,Shear Zone,4
18438,81.22,86.98,Shear Zone,4
18439,0,6.49,Casing,1
18439,6.49,19.79,Intermediate to Ultramafic Volcanics,5
18439,19.79,22.4,Felsic to Intermediate Dykes,3
18439,22.4,31.21,Intermediate to Ultramafic Volcanics,5
18439,31.21,33.2,Diorite,2
18439,33.2,63.91,Intermediate to Ultramafic Volcanics,5
18439,63.91,66.9,Diorite,2
18439,66.9,69.28,Intermediate to Ultramafic Volcanics,5
18439,69.28,70.1,Felsic to Intermediate Dykes,3
18440,0,7.55,Casing,1
18440,7.55,14.44,Intermediate to Ultramafic Volcanics,5
18440,14.44,18.95,Felsic to Intermediate Dykes,3
18440,18.95,19.72,Intermediate to Ultramafic Volcanics,5
18440,19.72,22.98,Intermediate to Ultramafic Volcanics,5
18440,22.98,23.98,Felsic to Intermediate Dykes,3
18440,23.98,24.93,Intermediate to Ultramafic Volcanics,5
18440,24.93,25.55,Felsic to Intermediate Dykes,3
18440,25.55,33.19,Intermediate to Ultramafic Volcanics,5
18440,33.19,37.97,Shear Zone,4
18440,37.97,43.23,Intermediate to Ultramafic Volcanics,5
18440,43.23,44.53,Diorite,2
18440,44.53,49.8,Felsic to Intermediate Dykes,3
18440,49.8,50.44,Diorite,2
18440,50.44,50.65,Felsic to Intermediate Dykes,3
18440,50.65,55.07,Shear Zone,4
18440,55.07,56.11,Felsic to Intermediate Dykes,3
18440,56.11,59.42,Intermediate to Ultramafic Volcanics,5
18440,59.42,61.99,Intermediate to Ultramafic Volcanics,5
18441,0,12.8,Casing,1
18441,12.8,16.3,Intermediate to Ultramafic Volcanics,5
18441,16.3,17.48,Granodiorite,11
18441,17.48,39.13,Intermediate to Ultramafic Volcanics,5
18441,39.13,40.96,Felsic to Intermediate Dykes,3
18441,40.96,43.95,Shear Zone,4
18441,43.95,50.03,Intermediate to Ultramafic Volcanics,5
18441,50.03,53.69,Shear Zone,4
18441,53.69,57.6,Early Diorite,2
18442,0,6.64,Casing,1
18442,6.64,8.8,Intermediate to Ultramafic Volcanics,5
18442,8.8,11.01,Felsic to Intermediate Dykes,3
18442,11.01,25.22,Intermediate to Ultramafic Volcanics,5
18442,25.22,30.25,Diorite,2
18442,30.25,56.99,Intermediate to Ultramafic Volcanics,5
18443,0,9.29,Casing,1
18443,9.29,15.54,Intermediate to Ultramafic Volcanics,5
18443,15.54,25.45,Shear Zone,4
18443,25.45,30.32,Intermediate to Ultramafic Volcanics,5
18443,30.32,31.08,Felsic to Intermediate Dykes,3
18443,31.08,32.61,Intermediate to Ultramafic Volcanics,5
18443,32.61,37.03,Felsic to Intermediate Dykes,3
18443,37.03,38.86,Intermediate to Ultramafic Volcanics,5
18443,38.86,40.38,Shear Zone,4
18443,40.38,46.32,Intermediate to Ultramafic Volcanics,5
18443,46.32,51.05,Felsic to Intermediate Dykes,3
18443,51.05,54.71,Intermediate to Ultramafic Volcanics,5
18443,54.71,60.8,Felsic to Intermediate Dykes,3
18443,60.8,62.33,Intermediate to Ultramafic Volcanics,5
18443,62.33,63.55,Felsic to Intermediate Dykes,3
18443,63.55,66.59,Intermediate to Ultramafic Volcanics,5
18443,66.59,67.51,Felsic to Intermediate Dykes,3
18443,67.51,71.99,Intermediate to Ultramafic Volcanics,5
18444,0,13.16,Casing,1
18444,13.16,44.83,Shear Zone,4
18444,44.83,50.26,Felsic to Intermediate Dykes,3
18444,50.26,63.24,Intermediate to Ultramafic Volcanics,5
18444,63.24,91.5,Felsic to Intermediate Dykes,3
18444,91.5,96.3,Intermediate to Ultramafic Volcanics,5
18444,96.3,97.26,Early Diorite,2
18444,97.26,98.99,Felsic to Intermediate Dykes,3
18445,0,16.15,Casing,1
18445,16.15,17.12,Felsic to Intermediate Dykes,3
18445,17.12,17.37,Intermediate to Ultramafic Volcanics,5
18445,17.37,17.61,Granodiorite,11
18445,17.61,19.26,Intermediate to Ultramafic Volcanics,5
18445,19.26,19.69,Felsic to Intermediate Dykes,3
18445,19.69,21.45,Intermediate to Ultramafic Volcanics,5
18445,21.45,24.91,Felsic to Intermediate Dykes,3
18445,24.91,31.63,Early Diorite,2
18445,31.63,35.99,Intermediate to Ultramafic Volcanics,5
18445,35.99,38.31,Felsic to Intermediate Dykes,3
18445,38.31,39.28,Shear Zone,4
18445,39.28,42.85,Intermediate to Ultramafic Volcanics,5
18445,42.85,54.49,Felsic to Intermediate Dykes,3
18445,54.49,58.24,Intermediate to Ultramafic Volcanics,5
18445,58.24,60.92,Shear Zone,4
18445,60.92,62.88,Intermediate to Ultramafic Volcanics,5
18445,62.88,65.6,Felsic to Intermediate Dykes,3
18445,65.6,69,Intermediate to Ultramafic Volcanics,5
18446,0,10.94,Casing,1
18446,10.94,17.55,Felsic to Intermediate Dykes,3
18446,17.55,19.91,Diorite,2
18446,19.91,28.74,Shear Zone,4
18446,28.74,34.09,Shear Zone,4
18446,34.09,34.86,Shear Zone,4
18446,34.86,49.43,Felsic to Intermediate Dykes,3
18446,49.43,53.5,Shear Zone,4
18446,53.5,59.35,Shear Zone,4
18446,59.35,78.51,Shear Zone,4
18447,0,18.16,Casing,1
18447,18.16,20.89,Felsic to Intermediate Dykes,3
18447,20.89,22.61,Intermediate to Ultramafic Volcanics,5
18447,22.61,23.19,Felsic to Intermediate Dykes,3
18447,23.19,23.69,Intermediate to Ultramafic Volcanics,5
18447,23.69,26.1,Felsic to Intermediate Dykes,3
18447,26.1,26.47,Intermediate to Ultramafic Volcanics,5
18447,26.47,33.92,Felsic to Intermediate Dykes,3
18447,33.92,36.11,Shear Zone,4
18447,36.11,42.64,Felsic to Intermediate Dykes,3
18447,42.64,50.59,Diorite,2
18447,50.59,52.59,Intermediate to Ultramafic Volcanics,5
18447,52.59,61.56,Felsic to Intermediate Dykes,3
18447,61.56,63,Intermediate to Ultramafic Volcanics,5
18448,0,18.1,Casing,1
18448,18.1,20.95,Intermediate to Ultramafic Volcanics,5
18448,20.95,22.5,Felsic to Intermediate Dykes,3
18448,22.5,29.47,Shear Zone,4
18448,29.47,30.6,Felsic to Intermediate Dykes,3
18448,30.6,36.27,Shear Zone,4
18448,36.27,37.03,Shear Zone,4
18448,37.03,50.17,Intermediate to Ultramafic Volcanics,5
18448,50.17,56.02,Felsic to Intermediate Dykes,3
18448,56.02,56.99,Intermediate to Ultramafic Volcanics,5
18448,56.99,66.97,Diorite,2
18448,66.97,70.66,Felsic to Intermediate Dykes,3
18448,70.66,72.84,Intermediate to Ultramafic Volcanics,5
18448,72.84,74,Felsic to Intermediate Dykes,3
18448,74,75.65,Intermediate to Ultramafic Volcanics,5
18448,75.65,80.14,Felsic to Intermediate Dykes,3
18448,80.14,86.98,Intermediate to Ultramafic Volcanics,5
18449,0,14.63,Casing,1
18449,14.63,20.51,Early Diorite,2
18449,20.51,29.71,Intermediate to Ultramafic Volcanics,5
18449,29.71,32.21,Felsic to Intermediate Dykes,3
18449,32.21,36.75,Intermediate to Ultramafic Volcanics,5
18449,36.75,56.52,Felsic to Intermediate Dykes,3
18449,56.52,61.44,Intermediate to Ultramafic Volcanics,5
18449,61.44,63.15,Diorite,2
18449,63.15,71.07,Shear Zone,4
18449,71.07,75.59,Diorite,2
18449,75.59,76.93,Shear Zone,4
18449,76.93,90,Shear Zone,4
18450,0,12.07,Casing,1
18450,12.07,35.99,Felsic to Intermediate Dykes,3
18451,0,14.84,Casing,1
18451,14.84,35.11,Felsic to Intermediate Dykes,3
18451,35.11,43.2,Intermediate to Ultramafic Volcanics,5
18451,43.2,44.77,Felsic to Intermediate Dykes,3
18451,44.77,45.38,Intermediate to Ultramafic Volcanics,5
18451,45.38,48.43,Felsic to Intermediate Dykes,3
18451,48.43,77.99,Intermediate to Ultramafic Volcanics,5
18452,0,20.23,Casing,1
18452,20.23,47.45,Felsic to Intermediate Dykes,3
18452,47.45,50.29,Shear Zone,4
18452,50.29,62.72,Intermediate to Ultramafic Volcanics,5
18452,62.72,63.84,Shear Zone,4
18452,63.84,65.45,Intermediate to Ultramafic Volcanics,5
18452,65.45,70.86,Felsic to Intermediate Dykes,3
18452,70.86,87.79,Intermediate to Ultramafic Volcanics,5
18452,87.79,90.6,Felsic to Intermediate Dykes,3
18454,0,6.9,Casing,1
18454,6.9,11.32,Intermediate to Ultramafic Volcanics,5
18454,11.32,12.84,Diorite,2
18454,12.84,94.86,Intermediate to Ultramafic Volcanics,5
18454,94.86,97.47,Diorite,2
18454,97.47,102.99,Felsic to Intermediate Dykes,3
18454,102.99,106.46,Intermediate to Ultramafic Volcanics,5
18454,106.46,117.16,Felsic to Intermediate Dykes,3
18454,117.16,134.99,Intermediate to Ultramafic Volcanics,5
18455,0,14.32,Casing,1
18455,14.32,18.71,Intermediate to Ultramafic Volcanics,5
18455,18.71,30.84,Felsic to Intermediate Dykes,3
18455,30.84,42.76,Intermediate to Ultramafic Volcanics,5
18455,42.76,47.15,Felsic to Intermediate Dykes,3
18455,47.15,60.21,Shear Zone,4
18455,60.21,70.07,Early Diorite,2
18455,70.07,70.53,Felsic to Intermediate Dykes,3
18455,70.53,70.83,Early Diorite,2
18455,70.83,72.63,Felsic to Intermediate Dykes,3
18455,72.63,73.67,Intermediate to Ultramafic Volcanics,5
18455,73.67,74.12,Felsic to Intermediate Dykes,3
18455,74.12,95.49,Intermediate to Ultramafic Volcanics,5
18455,95.49,96.83,Diorite,2
18455,96.83,99.73,Intermediate to Ultramafic Volcanics,5
18455,99.73,101.71,Felsic to Intermediate Dykes,3
18455,101.71,116.73,Intermediate to Ultramafic Volcanics,5
18455,116.73,117.56,Indifferenciated Tuffs,6
18455,117.56,125.08,Felsic to Intermediate Dykes,3
18455,125.08,132,Indifferenciated Tuffs,6
18455,132,133.09,Felsic to Intermediate Dykes,3
18455,133.09,138.01,Intermediate to Ultramafic Volcanics,5
18456,0,11.58,Casing,1
18456,11.58,22.55,Intermediate to Ultramafic Volcanics,5
18456,22.55,29.47,Felsic to Intermediate Dykes,3
18456,29.47,34.88,Intermediate to Ultramafic Volcanics,5
18456,34.88,41.04,Intermediate to Ultramafic Volcanics,5
18456,41.04,41.75,Diorite,2
18456,41.75,46.07,Intermediate to Ultramafic Volcanics,5
18456,46.07,47.21,Shear Zone,4
18456,47.21,49.85,Intermediate to Ultramafic Volcanics,5
18456,49.85,50.17,Shear Zone,4
18456,50.17,51.22,Intermediate to Ultramafic Volcanics,5
18456,51.22,51.84,Early Diorite,2
18456,51.84,56.99,Intermediate to Ultramafic Volcanics,5
18457,0,16.15,Casing,1
18457,16.15,74.18,Indifferenciated Tuffs,6
18457,74.18,80.28,Felsic to Intermediate Dykes,3
18457,80.28,89.67,Intermediate to Ultramafic Volcanics,5
18457,89.67,92.2,Shear Zone,4
18457,92.2,92.99,Intermediate to Ultramafic Volcanics,5
18458,0,10.24,Casing,1
18458,10.24,13.56,Early Diorite,2
18458,13.56,17.67,Intermediate to Ultramafic Volcanics,5
18458,17.67,20.39,Shear Zone,4
18458,20.39,25.98,Shear Zone,4
18458,25.98,65.98,Early Diorite,2
18459,0,20.45,Casing,1
18459,20.45,32.91,Intermediate to Ultramafic Volcanics,5
18459,32.91,49.24,Early Diorite,2
18459,49.24,55.73,Intermediate to Ultramafic Volcanics,5
18459,55.73,58.88,Shear Zone,4
18459,58.88,60.91,Diorite,2
18459,60.91,61.56,Intermediate to Ultramafic Volcanics,5
18460,0,11.06,Casing,1
18460,11.06,13.33,Felsic to Intermediate Dykes,3
18460,13.33,17.16,Intermediate to Ultramafic Volcanics,5
18460,17.16,19.37,Felsic to Intermediate Dykes,3
18460,19.37,22.18,Intermediate to Ultramafic Volcanics,5
18460,22.18,26.38,Early Diorite,2
18460,26.38,32.09,Intermediate to Ultramafic Volcanics,5
18460,32.09,37.61,Intermediate to Ultramafic Volcanics,5
18460,37.61,41.36,Shear Zone,4
18460,41.36,71.78,Intermediate to Ultramafic Volcanics,5
18460,71.78,85.63,Early Diorite,2
18460,85.63,86.34,Shear Zone,4
18460,86.34,87.11,Shear Zone,4
18460,87.11,98.45,Intermediate to Ultramafic Volcanics,5
18460,98.45,127.65,Early Diorite,2
18460,127.65,138.01,Intermediate to Ultramafic Volcanics,5
18461,0,10.33,Casing,1
18461,10.33,11.27,Felsic to Intermediate Dykes,3
18461,11.27,25.81,Intermediate to Ultramafic Volcanics,5
18461,25.81,26.51,Felsic to Intermediate Dykes,3
18461,26.51,37.64,Intermediate to Ultramafic Volcanics,5
18461,37.64,41.39,Felsic to Intermediate Dykes,3
18461,41.39,43.73,Intermediate to Ultramafic Volcanics,5
18461,43.73,44.34,Early Diorite,2
18461,44.34,45.26,Intermediate to Ultramafic Volcanics,5
18461,45.26,62.48,Intermediate to Ultramafic Volcanics,5
18462,0,8.96,Casing,1
18462,8.96,28.6,Felsic to Intermediate Dykes,3
18462,28.6,34.59,Shear Zone,4
18462,34.59,61.26,Felsic to Intermediate Dykes,3
18462,61.26,64,Intermediate to Ultramafic Volcanics,5
18462,64,65.83,Felsic to Intermediate Dykes,3
18462,65.83,69.44,Intermediate to Ultramafic Volcanics,5
18462,69.44,80.16,Felsic to Intermediate Dykes,3
18462,80.16,86.38,Shear Zone,4
18462,86.38,110.64,Intermediate to Ultramafic Volcanics,5
18463,0,4.57,Casing,1
18463,4.57,13.71,Intermediate to Ultramafic Volcanics,5
18463,13.71,15.24,Granodiorite,11
18463,15.24,35.05,Intermediate to Ultramafic Volcanics,5
18463,35.05,42.67,Felsic to Intermediate Dykes,3
18463,42.67,53.64,Intermediate to Ultramafic Volcanics,5
18463,53.64,56.54,Early Diorite,2
18463,56.54,85.34,Intermediate to Ultramafic Volcanics,5
18463,85.34,113.99,Intermediate to Ultramafic Volcanics,5
18464,0,7.46,Casing,1
18464,7.46,10.97,Early Diorite,2
18464,10.97,18.01,Shear Zone,4
18464,18.01,23.01,Early Diorite,2
18464,23.01,24.27,Felsic to Intermediate Dykes,3
18464,24.27,25.23,Early Diorite,2
18464,25.23,28.6,Felsic to Intermediate Dykes,3
18464,28.6,50.99,Early Diorite,2
18464,50.99,54.54,Intermediate to Ultramafic Volcanics,5
18464,54.54,55.44,Early Diorite,2
18464,55.44,65.71,Intermediate to Ultramafic Volcanics,5
18464,65.71,66.08,Diorite,2
18464,66.08,66.93,Intermediate to Ultramafic Volcanics,5
18464,66.93,70.13,Diorite,2
18464,70.13,112.71,Indifferenciated Tuffs,6
18464,112.71,113.99,Early Diorite,2
18465,0,7.89,Casing,1
18465,7.89,16.45,Early Diorite,2
18465,16.45,21.03,Felsic to Intermediate Dykes,3
18465,21.03,29.41,Intermediate to Ultramafic Volcanics,5
18465,29.41,40.75,Felsic to Intermediate Dykes,3
18465,40.75,86.1,Intermediate to Ultramafic Volcanics,5
18465,86.1,87.41,Intermediate to Ultramafic Volcanics,5
18465,87.41,99.06,Intermediate to Ultramafic Volcanics,5
18465,99.06,117.07,Intermediate to Ultramafic Volcanics,5
18466,0,8.5,Casing,1
18466,8.5,46.32,Intermediate to Ultramafic Volcanics,5
18466,46.32,54.89,Early Diorite,2
18466,54.89,68.88,Intermediate to Ultramafic Volcanics,5
18466,68.88,70.25,Early Diorite,2
18466,70.25,75.46,Intermediate to Ultramafic Volcanics,5
18466,75.46,90,Early Diorite,2
18467,0,8.47,Casing,1
18467,8.47,17.67,Early Diorite,2
18467,17.67,30.66,Intermediate to Ultramafic Volcanics,5
18467,30.66,32.46,Diorite,2
18467,32.46,39.47,Intermediate to Ultramafic Volcanics,5
18467,39.47,45.9,Early Diorite,2
18467,45.9,46.23,Shear Zone,4
18467,46.23,47.48,Shear Zone,4
18467,47.48,47.7,Early Diorite,2
18467,47.7,87.47,Intermediate to Ultramafic Volcanics,5
18467,87.47,113.99,Early Diorite,2
18468,0,6.4,Casing,1
18468,6.4,8.19,Intermediate to Ultramafic Volcanics,5
