KT3D ESTIMATES WITH:  Clustered 140 primary and secondary data                  
 1.5167690      .44127070    
 1.3700000      .00000000    
 1.8192650      .46571590    
 1.8834520      .54305240    
 1.9032680      .60184770    
 2.1798820      .64098480    
 2.1999280      .63775060    
 2.2810590      .59166370    
 2.2416850      .52377640    
 2.4450790      .48739210    
 2.4788970      .56476390    
 2.4378470      .68555300    
 2.3085990      .71994530    
 2.1598540      .69019340    
 1.9795130      .67137780    
 1.7688820      .65828410    
 1.5775380      .64453550    
 1.3870510      .62030520    
 1.2005950      .57934490    
 1.0349100      .52191620    
 .87468460      .48467750    
 .77090240      .51920270    
 .68634770      .55010740    
 .41950770      .54743950    
 .46608460      .52496390    
 .63634290      .47838600    
 .93215060      .44456940    
 1.4172310      .50000710    
 1.9833740      .57665610    
 2.5236550      .61842760    
 2.9041610      .62315700    
 3.1661490      .62171760    
 3.2591970      .64714990    
 1.2063570      .69117000    
 1.1638660      .72789070    
 1.9944080      .75266670    
 2.5084840      .74889860    
 3.0715410      .71698340    
 3.9532510      .64356480    
 4.8652510      .49815790    
 5.0500000      .00000000    
 8.3947770      .38999410    
 8.2050120      .36936000    
 5.3800000      .00000000    
 9.8217460      .39450530    
 8.2908960      .45432870    
 6.5136350      .45899560    
 4.2913770      .41873560    
 2.3697270      .42108150    
 1.9184110      .46908970    
 1.7080680      .47917330    
 1.6970850      .45140840    
 1.9721490      .45340950    
 2.1030500      .46880310    
 2.1425960      .54186990    
 2.1768470      .61281670    
 2.2853660      .63391180    
 2.6449770      .59788290    
 2.7784440      .50307540    
 3.3500000      .00000000    
 2.7740630      .53022840    
 2.6978480      .67561940    
 2.3323500      .75492630    
 2.2120190      .69639870    
 2.0510180      .64257670    
 1.8683740      .61172170    
 1.6807980      .61104390    
 1.4922080      .61035560    
 1.3002110      .57678200    
 1.1120750      .49162730    
 .80999990      .00000000    
 .80976930      .45872250    
 .54234830      .48261820    
 .45837760      .46364670    
 .50724940      .47415370    
 .68996390      .46140470    
 .95344250      .44285400    
 1.3374880      .50686310    
 1.7691460      .59652570    
 2.1960050      .65698030    
 2.4416450      .68109350    
 2.6045070      .68392360    
 2.6808590      .68411280    
 .74849650      .69086790    
 .89795590E-02  .70243850    
-.63128950E-01  .71897230    
 .36553140E-01  .72777990    
 .46691620      .71333250    
 1.2348810      .65112100    
 2.8034870      .57359730    
 5.2074100      .47322230    
 6.5052830      .41749050    
 5.5400000      .00000000    
 7.5300000      .00000000    
 10.200000      .00000000    
 7.8526680      .42629080    
 6.1242200      .43614900    
 4.6000000      .00000000    
 3.4357310      .46305560    
 2.6633450      .53449210    
 2.2426800      .55465220    
 2.0170740      .52894120    
 2.1749120      .46860870    
 2.7500000      .00000000    
 2.4377570      .50991830    
 2.4820420      .61277530    
 2.6263350      .65373190    
 2.8400540      .63659890    
 2.9234310      .57589290    
 3.0190040      .53287650    
 2.9557600      .60071770    
 2.8330270      .71064660    
 2.3359530      .76683810    
 2.2395860      .67755400    
 2.1074410      .57655200    
 1.9472370      .51189110    
 1.7824670      .54801300    
 1.6077070      .59524440    
 1.4465550      .59504260    
 1.2545720      .54654850    
 1.0939030      .49393840    
 .93103950      .49557490    
 .70154430      .46168250    
 .40000000      .00000000    
 .62636790      .44404950    
 .78754950      .44354930    
 .82999990      .00000000    
 1.2838560      .50532960    
 1.6121600      .62203940    
 1.8721800      .69261790    
 2.0452380      .71988620    
 2.1040950      .71224340    
 2.1209310      .68334840    
 .69714980      .65061810    
-.39530850      .63613100    
-1.2699650      .66095810    
-1.3759620      .69892980    
-.56989930      .71441050    
 2.5330000      .69211760    
 3.9295890      .67099880    
 5.2233580      .58750710    
 6.6928260      .50540540    
 8.5628810      .41329920    
 15.770000      .00000000    
 9.7406850      .40786720    
 7.9866190      .48084060    
 6.2564580      .50511370    
 5.5003080      .50625240    
 4.2233420      .56129520    
 3.3199540      .62010200    
 2.7337300      .64018270    
 2.2131020      .61664900    
 2.3498320      .56294440    
 2.4955390      .52676200    
 2.6921140      .58434870    
 2.7767940      .66159250    
 2.8849840      .70436220    
 3.0020070      .70727850    
 3.0148580      .68541940    
 3.0522540      .67537680    
 3.0120400      .71019260    
 2.9164440      .77637110    
 2.3179770      .77760440    
 2.2442860      .67085160    
 2.1374630      .53216590    
 1.9600000      .00000000    
 1.8636770      .51156080    
 1.7425200      .60512100    
 1.5884810      .64176340    
 1.4179290      .63577000    
 1.2676870      .61340310    
 1.1221080      .58961910    
 .96651640      .54603870    
 .84436550      .50262940    
 .85221220      .51742330    
 .96653880      .51975290    
 1.1037340      .51389630    
 1.3040490      .58515010    
 1.5208540      .67537020    
 1.6676380      .73443940    
 1.7376140      .75121650    
 1.6931600      .72503490    
 1.5992330      .66292690    
 1.1768260      .57706440    
 1.2678440      .52253850    
-1.3432950      .57872960    
 2.1344370      .66547480    
 1.5549860      .71888270    
 3.7805740      .73707500    
 4.9425110      .71981350    
 5.1538210      .69054590    
 6.6348710      .61728100    
 8.3301930      .54284190    
 9.3197230      .49973510    
 8.8796030      .53314420    
 8.8300830      .58688520    
 6.0662570      .61885010    
 5.9370660      .64879300    
 4.6780640      .68283060    
 3.7347090      .71818250    
 3.0628300      .73175840    
 2.4949480      .71771240    
 2.1843400      .68772950    
 2.5509200      .67426670    
 2.7588870      .69949500    
 2.9517590      .74234120    
 2.9805750      .77498240    
 3.0382830      .78675280    
 3.0503510      .78419950    
 3.0391920      .78564320    
 2.9956520      .80672220    
 2.9129940      .84519840    
 2.2891850      .80371340    
 2.2364770      .70749050    
 2.1589450      .59969180    
 2.0530410      .53489350    
 1.9373390      .58573960    
 1.8436930      .66241890    
 1.7204230      .70918530    
 1.5852530      .72397860    
 1.4826940      .71761980    
 1.3632850      .69764540    
 1.2614310      .66845130    
 1.1577540      .64487750    
 1.1268660      .64021500    
 1.1862050      .64310290    
 1.2647040      .65610020    
 1.3781300      .69685300    
 1.4959890      .74964230    
 1.5452470      .78535720    
 1.5325100      .78591410    
 1.4176870      .74310330    
 1.2811130      .65746280    
 1.0818560      .52941050    
 .34000000      .00000000    
 1.2888900      .52945410    
 1.9444090      .65736450    
 2.7259380      .73983450    
 3.7338020      .78193650    
 4.8729860      .78794220    
 6.1154080      .76571170    
 6.0981430      .72718890    
 7.0017660      .67969570    
 7.6478260      .65679360    
 7.4949990      .66937230    
 8.3452170      .70262580    
 7.1892900      .73538800    
 5.9691240      .76387110    
 4.8072110      .78826120    
 3.8991020      .80980340    
 3.2116650      .81820080    
 2.5990670      .81071590    
 2.4367190      .79776980    
 2.6044330      .79051080    
 2.8120260      .80267140    
 2.9760690      .82538390    
 3.0618370      .84661250    
 2.9915810      .85933380    
 2.9865860      .86352620    
 2.9757980      .86829860    
 2.9259590      .88155780    
 2.8525000      .90340650    
 2.2665310      .84469810    
 2.2317960      .77417140    
 2.1811900      .70882300    
 2.1060200      .67858490    
 2.0333240      .70092680    
 1.9463620      .74773280    
 1.8558340      .78686960    
 1.7949420      .80676800    
 1.6912700      .80814310    
 1.5950800      .79680800    
 1.5325530      .77926750    
 1.4502490      .76434840    
 1.3988780      .75816650    
 1.3959290      .75966970    
 1.4418490      .77136120    
 1.4867590      .79575230    
 1.5291930      .82394600    
 1.5071210      .83943240    
 1.4440430      .82711070    
 1.3025170      .77958360    
 1.1499940      .69846590    
 1.0807020      .59832270    
 .91799470      .53667270    
 1.2134540      .59780860    
 1.8160560      .69884400    
 2.6300600      .78041960    
 3.5591410      .82972800    
 4.5951890      .84811840    
 5.6857810      .84132620    
 4.9171700      .81595370    
 5.8623180      .79203460    
 6.2848880      .77875990    
 8.1554260      .78666030    
 7.5573130      .80430460    
 6.6852660      .82908240    
 5.7476220      .85018330    
 4.6638780      .86972350    
 3.8428810      .88356880    
 3.1947370      .88906340    
 2.6117590      .88523050    
 2.4462540      .87890050    
 2.6341950      .87636660    
 2.7949560      .88203830    
 2.9119330      .89427680    
 2.9499390      .90784360    
 2.9376630      .91760600    
 2.8720780      .92301390    
 2.8285780      .92793210    
 2.8090770      .93537990    
 2.7423790      .94729240    
