XC,YC,ZC,Primary,Secondary
47.5,27.5,0.5,0.23,0.69
48.5,27.5,0.5,0.13,0.54
49.5,27.5,0.5,0.38,0.53
0.5,28.5,0.5,0.02,0.23
1.5,28.5,0.5,0.09,0.24
2.5,28.5,0.5,0.31,0.3
3.5,28.5,0.5,0.33,0.41
4.5,28.5,0.5,0.37,0.51
5.5,28.5,0.5,2.09,0.7
6.5,28.5,0.5,1.88,1.31
7.5,28.5,0.5,2.26,2.6
8.5,28.5,0.5,3.41,3.64
9.5,28.5,0.5,9.27,4.4
10.5,28.5,0.5,1.68,5.21
11.5,28.5,0.5,8.19,4.97
12.5,28.5,0.5,3.68,3.79
13.5,28.5,0.5,1.37,2.72
14.5,28.5,0.5,0.17,1.9
15.5,28.5,0.5,0.29,0.96
16.5,28.5,0.5,0.32,0.64
17.5,28.5,0.5,0.17,0.53
18.5,28.5,0.5,0.28,0.57
19.5,28.5,0.5,0.2,0.75
20.5,28.5,0.5,0.47,1.17
21.5,28.5,0.5,1.16,1.51
22.5,28.5,0.5,1.32,2.12
23.5,28.5,0.5,2.27,2.91
24.5,28.5,0.5,2.65,3.04
25.5,28.5,0.5,1.83,3.05
26.5,28.5,0.5,1.18,2.76
27.5,28.5,0.5,1.11,2.23
28.5,28.5,0.5,0.7,1.5
29.5,28.5,0.5,1.04,1.31
30.5,28.5,0.5,2.76,0.98
31.5,28.5,0.5,1.4,1.2
32.5,28.5,0.5,1.97,1.78
33.5,28.5,0.5,1.43,3.75
34.5,28.5,0.5,1.9,6.47
35.5,28.5,0.5,2.42,7.09
36.5,28.5,0.5,5.75,7.5
37.5,28.5,0.5,2.7,7.18
38.5,28.5,0.5,0.57,5.55
39.5,28.5,0.5,1.19,3.13
40.5,28.5,0.5,3.67,3.06
41.5,28.5,0.5,2.16,2.87
42.5,28.5,0.5,6.44,2.75
43.5,28.5,0.5,3.63,2.46
44.5,28.5,0.5,2.15,2.15
45.5,28.5,0.5,0.71,1.57
46.5,28.5,0.5,0.27,1.13
47.5,28.5,0.5,0.27,0.95
48.5,28.5,0.5,0.06,0.87
49.5,28.5,0.5,0.26,0.8
0.5,29.5,0.5,0.08,0.27
1.5,29.5,0.5,0.17,0.31
2.5,29.5,0.5,0.18,0.46
3.5,29.5,0.5,0.32,0.65
4.5,29.5,0.5,0.26,0.78
5.5,29.5,0.5,1.26,1.03
6.5,29.5,0.5,1.61,2.1
7.5,29.5,0.5,3.44,3.37
8.5,29.5,0.5,9.01,4.38
9.5,29.5,0.5,8.03,5.21
10.5,29.5,0.5,2.52,6.19
11.5,29.5,0.5,3.04,5.59
12.5,29.5,0.5,2.16,4.57
13.5,29.5,0.5,0.89,3.45
14.5,29.5,0.5,0.46,2.52
15.5,29.5,0.5,0.32,1.35
16.5,29.5,0.5,0.37,0.91
17.5,29.5,0.5,0.69,0.57
18.5,29.5,0.5,0.57,0.7
19.5,29.5,0.5,1.54,0.88
20.5,29.5,0.5,0.61,1.23
21.5,29.5,0.5,0.67,1.57
22.5,29.5,0.5,1.46,1.93
23.5,29.5,0.5,10.91,2.78
24.5,29.5,0.5,12.55,3.14
25.5,29.5,0.5,3.56,3.19
26.5,29.5,0.5,1.15,2.93
27.5,29.5,0.5,1.84,2.65
28.5,29.5,0.5,1.09,1.8
29.5,29.5,0.5,0.68,1.46
30.5,29.5,0.5,1.95,1.21
31.5,29.5,0.5,1.46,1.49
32.5,29.5,0.5,2.37,2.21
33.5,29.5,0.5,2.28,4.28
34.5,29.5,0.5,6.3,7.59
35.5,29.5,0.5,14.78,10.61
36.5,29.5,0.5,6.61,11.61
37.5,29.5,0.5,10.97,11.2
38.5,29.5,0.5,2.68,9.57
39.5,29.5,0.5,1.71,6.61
40.5,29.5,0.5,22.46,4.16
41.5,29.5,0.5,2.5,3.43
42.5,29.5,0.5,5.71,3.34
43.5,29.5,0.5,3.59,2.96
44.5,29.5,0.5,1.37,2.67
45.5,29.5,0.5,1.21,2.07
46.5,29.5,0.5,0.62,1.68
47.5,29.5,0.5,0.53,1.45
48.5,29.5,0.5,0.44,1.46
49.5,29.5,0.5,0.82,1.35
0.5,30.5,0.5,0.03,0.29
1.5,30.5,0.5,0.15,0.37
2.5,30.5,0.5,0.46,0.53
3.5,30.5,0.5,0.62,0.79
4.5,30.5,0.5,0.65,1.06
5.5,30.5,0.5,1.0,1.49
6.5,30.5,0.5,2.4,2.63
7.5,30.5,0.5,2.7,4.05
8.5,30.5,0.5,7.55,4.96
9.5,30.5,0.5,3.56,5.84
10.5,30.5,0.5,8.06,7.11
11.5,30.5,0.5,2.46,6.52
12.5,30.5,0.5,3.63,5.5
13.5,30.5,0.5,3.98,4.5
14.5,30.5,0.5,2.27,3.41
15.5,30.5,0.5,1.39,1.8
16.5,30.5,0.5,0.43,1.26
17.5,30.5,0.5,0.24,0.82
18.5,30.5,0.5,0.53,0.89
19.5,30.5,0.5,0.36,1.04
20.5,30.5,0.5,0.73,1.37
21.5,30.5,0.5,0.47,1.73
22.5,30.5,0.5,1.21,2.16
23.5,30.5,0.5,1.38,3.33
24.5,30.5,0.5,3.18,3.81
25.5,30.5,0.5,2.47,3.79
26.5,30.5,0.5,1.45,3.49
27.5,30.5,0.5,1.73,3.08
28.5,30.5,0.5,0.79,1.88
29.5,30.5,0.5,1.2,1.44
30.5,30.5,0.5,0.57,1.32
31.5,30.5,0.5,2.97,1.67
32.5,30.5,0.5,2.62,2.54
33.5,30.5,0.5,1.52,4.77
34.5,30.5,0.5,3.79,8.82
35.5,30.5,0.5,4.96,12.09
36.5,30.5,0.5,14.08,13.02
37.5,30.5,0.5,14.41,12.43
38.5,30.5,0.5,16.61,10.58
39.5,30.5,0.5,7.94,7.09
40.5,30.5,0.5,4.39,4.44
41.5,30.5,0.5,1.2,3.74
42.5,30.5,0.5,3.94,3.74
43.5,30.5,0.5,5.11,3.46
44.5,30.5,0.5,1.96,3.19
45.5,30.5,0.5,1.19,3.23
46.5,30.5,0.5,0.56,3.36
47.5,30.5,0.5,2.24,3.24
48.5,30.5,0.5,1.4,3.6
49.5,30.5,0.5,1.87,3.79
0.5,31.5,0.5,0.09,0.37
1.5,31.5,0.5,0.18,0.45
2.5,31.5,0.5,0.47,0.61
3.5,31.5,0.5,0.75,0.95
4.5,31.5,0.5,0.57,1.24
5.5,31.5,0.5,1.0,1.68
6.5,31.5,0.5,3.37,2.69
7.5,31.5,0.5,4.15,4.04
8.5,31.5,0.5,23.36,5.07
9.5,31.5,0.5,6.94,5.99
10.5,31.5,0.5,7.36,7.32
11.5,31.5,0.5,3.39,7.04
12.5,31.5,0.5,5.12,7.33
13.5,31.5,0.5,2.39,6.31
14.5,31.5,0.5,1.09,5.3
15.5,31.5,0.5,0.33,3.65
16.5,31.5,0.5,1.49,2.91
17.5,31.5,0.5,0.44,1.22
18.5,31.5,0.5,0.91,1.17
19.5,31.5,0.5,0.61,1.31
20.5,31.5,0.5,0.75,1.87
21.5,31.5,0.5,0.8,2.49
22.5,31.5,0.5,3.05,3.16
23.5,31.5,0.5,1.68,4.37
24.5,31.5,0.5,1.34,4.89
25.5,31.5,0.5,7.09,4.57
26.5,31.5,0.5,8.41,4.1
27.5,31.5,0.5,1.87,3.37
28.5,31.5,0.5,1.17,2.1
29.5,31.5,0.5,1.47,1.5
30.5,31.5,0.5,0.91,1.43
31.5,31.5,0.5,1.78,1.76
32.5,31.5,0.5,1.11,2.69
33.5,31.5,0.5,1.98,4.97
34.5,31.5,0.5,5.51,9.09
35.5,31.5,0.5,8.48,12.78
36.5,31.5,0.5,34.06,14.27
37.5,31.5,0.5,12.68,13.6
38.5,31.5,0.5,18.64,11.79
39.5,31.5,0.5,8.34,8.02
40.5,31.5,0.5,2.51,4.96
41.5,31.5,0.5,1.36,3.61
42.5,31.5,0.5,8.56,3.74
43.5,31.5,0.5,7.04,3.67
44.5,31.5,0.5,16.72,3.72
45.5,31.5,0.5,3.47,4.25
46.5,31.5,0.5,2.38,4.5
47.5,31.5,0.5,3.9,4.5
48.5,31.5,0.5,4.84,4.8
49.5,31.5,0.5,1.27,5.14
0.5,32.5,0.5,0.87,0.63
1.5,32.5,0.5,0.31,0.67
2.5,32.5,0.5,0.41,0.8
3.5,32.5,0.5,0.37,1.07
4.5,32.5,0.5,1.06,1.31
5.5,32.5,0.5,1.22,1.71
6.5,32.5,0.5,5.26,2.48
7.5,32.5,0.5,9.5,3.39
8.5,32.5,0.5,18.11,4.03
9.5,32.5,0.5,10.68,4.87
10.5,32.5,0.5,26.42,5.87
11.5,32.5,0.5,7.72,5.99
12.5,32.5,0.5,4.91,6.8
13.5,32.5,0.5,2.5,6.34
14.5,32.5,0.5,3.35,5.53
15.5,32.5,0.5,3.96,4.22
16.5,32.5,0.5,1.56,3.39
17.5,32.5,0.5,0.78,1.7
18.5,32.5,0.5,0.48,1.48
19.5,32.5,0.5,1.17,1.58
20.5,32.5,0.5,2.08,2.38
21.5,32.5,0.5,0.95,2.99
22.5,32.5,0.5,3.45,4.27
23.5,32.5,0.5,1.02,5.56
24.5,32.5,0.5,2.02,6.2
25.5,32.5,0.5,3.39,5.56
26.5,32.5,0.5,13.7,5.03
27.5,32.5,0.5,1.71,3.61
28.5,32.5,0.5,0.74,2.25
29.5,32.5,0.5,1.33,1.64
30.5,32.5,0.5,1.85,1.65
31.5,32.5,0.5,1.42,2.02
32.5,32.5,0.5,1.01,2.83
33.5,32.5,0.5,2.76,4.38
34.5,32.5,0.5,9.42,6.76
35.5,32.5,0.5,18.76,10.76
36.5,32.5,0.5,5.26,12.4
37.5,32.5,0.5,16.93,12.03
38.5,32.5,0.5,6.3,11.0
39.5,32.5,0.5,2.28,9.32
40.5,32.5,0.5,4.66,5.93
41.5,32.5,0.5,2.43,4.25
42.5,32.5,0.5,4.72,4.24
43.5,32.5,0.5,2.45,4.05
44.5,32.5,0.5,2.45,3.82
45.5,32.5,0.5,3.87,4.46
46.5,32.5,0.5,8.47,4.99
47.5,32.5,0.5,34.84,4.96
48.5,32.5,0.5,8.66,5.42
49.5,32.5,0.5,8.92,5.62
0.5,33.5,0.5,0.96,1.02
1.5,33.5,0.5,0.51,0.99
2.5,33.5,0.5,0.4,1.01
3.5,33.5,0.5,1.1,1.1
4.5,33.5,0.5,0.67,1.26
5.5,33.5,0.5,3.24,1.54
6.5,33.5,0.5,2.38,2.22
7.5,33.5,0.5,4.56,3.01
8.5,33.5,0.5,2.83,3.51
9.5,33.5,0.5,6.17,4.64
10.5,33.5,0.5,11.0,5.64
11.5,33.5,0.5,6.58,5.76
12.5,33.5,0.5,1.85,6.92
13.5,33.5,0.5,3.28,6.74
14.5,33.5,0.5,7.57,5.88
15.5,33.5,0.5,2.52,4.88
16.5,33.5,0.5,1.45,4.16
17.5,33.5,0.5,0.93,2.31
18.5,33.5,0.5,0.7,2.01
19.5,33.5,0.5,1.03,2.21
20.5,33.5,0.5,5.41,2.87
21.5,33.5,0.5,10.15,3.45
22.5,33.5,0.5,9.15,4.94
23.5,33.5,0.5,6.7,6.47
24.5,33.5,0.5,2.88,7.2
25.5,33.5,0.5,4.92,6.57
26.5,33.5,0.5,4.22,6.13
27.5,33.5,0.5,2.24,4.5
28.5,33.5,0.5,1.01,2.87
29.5,33.5,0.5,1.62,1.78
30.5,33.5,0.5,2.11,1.68
31.5,33.5,0.5,2.79,1.92
32.5,33.5,0.5,1.82,2.53
33.5,33.5,0.5,4.02,3.62
34.5,33.5,0.5,9.41,5.51
35.5,33.5,0.5,2.82,9.21
36.5,33.5,0.5,2.38,10.72
37.5,33.5,0.5,13.35,10.57
38.5,33.5,0.5,11.21,9.94
39.5,33.5,0.5,3.61,8.84
40.5,33.5,0.5,5.49,5.52
41.5,33.5,0.5,4.91,3.8
42.5,33.5,0.5,1.61,3.72
43.5,33.5,0.5,2.94,3.65
44.5,33.5,0.5,1.27,3.36
45.5,33.5,0.5,2.2,4.19
46.5,33.5,0.5,5.23,4.91
47.5,33.5,0.5,4.5,4.98
48.5,33.5,0.5,3.5,5.42
49.5,33.5,0.5,2.14,5.74
0.5,34.5,0.5,1.15,1.21
1.5,34.5,0.5,0.55,1.1
2.5,34.5,0.5,1.2,1.01
3.5,34.5,0.5,1.54,0.95
4.5,34.5,0.5,1.71,1.03
5.5,34.5,0.5,1.49,1.22
6.5,34.5,0.5,0.46,1.41
7.5,34.5,0.5,0.63,2.16
8.5,34.5,0.5,0.94,2.64
9.5,34.5,0.5,1.59,3.7
10.5,34.5,0.5,5.27,4.6
11.5,34.5,0.5,4.68,5.16
12.5,34.5,0.5,1.78,6.25
13.5,34.5,0.5,8.71,6.23
14.5,34.5,0.5,8.68,5.55
15.5,34.5,0.5,2.69,4.83
16.5,34.5,0.5,2.41,4.21
17.5,34.5,0.5,1.36,2.58
18.5,34.5,0.5,2.04,2.16
19.5,34.5,0.5,3.68,2.37
20.5,34.5,0.5,3.73,3.04
21.5,34.5,0.5,2.84,3.66
22.5,34.5,0.5,21.14,5.24
23.5,34.5,0.5,10.48,6.68
24.5,34.5,0.5,14.25,7.27
25.5,34.5,0.5,6.72,6.63
26.5,34.5,0.5,1.35,6.39
27.5,34.5,0.5,1.82,4.73
28.5,34.5,0.5,1.01,3.28
29.5,34.5,0.5,0.91,2.22
30.5,34.5,0.5,1.52,2.02
31.5,34.5,0.5,1.58,1.96
32.5,34.5,0.5,1.39,2.36
33.5,34.5,0.5,1.88,3.49
34.5,34.5,0.5,18.06,4.8
35.5,34.5,0.5,15.67,6.03
36.5,34.5,0.5,5.05,7.07
37.5,34.5,0.5,4.09,7.04
38.5,34.5,0.5,4.3,6.25
39.5,34.5,0.5,7.79,5.61
40.5,34.5,0.5,3.28,4.58
41.5,34.5,0.5,0.88,3.32
42.5,34.5,0.5,2.33,3.15
43.5,34.5,0.5,0.87,3.18
44.5,34.5,0.5,1.48,2.85
45.5,34.5,0.5,3.35,3.79
46.5,34.5,0.5,3.81,4.44
47.5,34.5,0.5,6.67,4.67
48.5,34.5,0.5,4.54,5.05
49.5,34.5,0.5,2.35,5.51
0.5,35.5,0.5,2.49,1.23
1.5,35.5,0.5,1.0,1.09
2.5,35.5,0.5,0.4,0.98
3.5,35.5,0.5,0.92,0.84
4.5,35.5,0.5,1.09,0.74
5.5,35.5,0.5,0.5,0.7
6.5,35.5,0.5,0.16,0.77
7.5,35.5,0.5,0.79,1.32
8.5,35.5,0.5,0.51,1.76
9.5,35.5,0.5,2.92,2.57
10.5,35.5,0.5,1.75,3.21
11.5,35.5,0.5,1.19,3.86
12.5,35.5,0.5,0.84,5.04
13.5,35.5,0.5,1.19,5.17
14.5,35.5,0.5,2.84,4.91
15.5,35.5,0.5,2.18,4.86
16.5,35.5,0.5,1.04,4.35
17.5,35.5,0.5,2.41,2.83
18.5,35.5,0.5,2.97,2.4
19.5,35.5,0.5,5.51,2.6
20.5,35.5,0.5,4.84,3.07
21.5,35.5,0.5,6.61,3.68
22.5,35.5,0.5,3.94,5.18
23.5,35.5,0.5,4.77,6.39
24.5,35.5,0.5,8.84,6.86
25.5,35.5,0.5,8.23,6.22
26.5,35.5,0.5,2.73,6.1
27.5,35.5,0.5,1.34,4.66
28.5,35.5,0.5,0.77,3.55
29.5,35.5,0.5,2.26,2.64
30.5,35.5,0.5,3.92,2.39
31.5,35.5,0.5,3.08,2.19
32.5,35.5,0.5,2.33,2.3
33.5,35.5,0.5,14.65,3.09
34.5,35.5,0.5,6.55,3.6
35.5,35.5,0.5,11.41,4.6
36.5,35.5,0.5,5.26,5.49
37.5,35.5,0.5,18.76,5.67
38.5,35.5,0.5,3.59,4.99
39.5,35.5,0.5,4.2,4.88
40.5,35.5,0.5,3.42,3.93
41.5,35.5,0.5,2.0,2.71
42.5,35.5,0.5,1.93,2.37
43.5,35.5,0.5,3.2,2.33
44.5,35.5,0.5,4.27,1.99
45.5,35.5,0.5,2.71,2.44
46.5,35.5,0.5,2.51,2.64
47.5,35.5,0.5,2.94,2.87
48.5,35.5,0.5,2.79,3.0
49.5,35.5,0.5,4.55,3.21
0.5,36.5,0.5,0.4,1.23
1.5,36.5,0.5,1.3,1.05
2.5,36.5,0.5,0.35,0.92
3.5,36.5,0.5,0.24,0.65
4.5,36.5,0.5,0.43,0.5
5.5,36.5,0.5,0.56,0.39
6.5,36.5,0.5,0.31,0.39
7.5,36.5,0.5,0.28,0.62
8.5,36.5,0.5,0.15,0.83
9.5,36.5,0.5,0.59,1.56
10.5,36.5,0.5,0.54,2.19
11.5,36.5,0.5,0.57,2.85
12.5,36.5,0.5,0.68,3.19
13.5,36.5,0.5,1.53,3.51
14.5,36.5,0.5,2.07,3.37
15.5,36.5,0.5,1.13,3.75
16.5,36.5,0.5,2.27,3.34
17.5,36.5,0.5,4.04,3.0
18.5,36.5,0.5,5.07,2.72
19.5,36.5,0.5,7.21,2.89
20.5,36.5,0.5,9.7,2.64
21.5,36.5,0.5,3.17,2.85
22.5,36.5,0.5,8.8,4.02
23.5,36.5,0.5,7.23,5.27
24.5,36.5,0.5,19.39,5.71
25.5,36.5,0.5,15.53,5.59
26.5,36.5,0.5,5.32,6.05
27.5,36.5,0.5,3.24,5.05
28.5,36.5,0.5,8.43,4.03
29.5,36.5,0.5,6.63,3.26
30.5,36.5,0.5,5.09,2.93
31.5,36.5,0.5,4.29,2.49
32.5,36.5,0.5,6.41,2.45
33.5,36.5,0.5,7.71,2.82
34.5,36.5,0.5,11.42,3.05
35.5,36.5,0.5,15.16,3.52
36.5,36.5,0.5,8.75,3.73
37.5,36.5,0.5,3.64,3.86
38.5,36.5,0.5,5.31,3.29
39.5,36.5,0.5,2.22,3.23
40.5,36.5,0.5,2.71,2.57
41.5,36.5,0.5,1.11,1.95
42.5,36.5,0.5,0.39,1.62
43.5,36.5,0.5,1.14,1.45
44.5,36.5,0.5,1.09,1.12
45.5,36.5,0.5,0.63,1.25
46.5,36.5,0.5,0.46,1.49
47.5,36.5,0.5,1.05,1.65
48.5,36.5,0.5,1.17,1.86
49.5,36.5,0.5,6.77,1.94
0.5,37.5,0.5,0.56,0.99
1.5,37.5,0.5,1.53,0.85
2.5,37.5,0.5,0.8,0.73
3.5,37.5,0.5,0.46,0.5
4.5,37.5,0.5,0.32,0.35
5.5,37.5,0.5,0.16,0.24
6.5,37.5,0.5,0.06,0.22
7.5,37.5,0.5,0.09,0.31
8.5,37.5,0.5,0.15,0.48
9.5,37.5,0.5,0.24,1.04
10.5,37.5,0.5,0.36,1.59
11.5,37.5,0.5,1.1,2.13
12.5,37.5,0.5,0.5,2.55
13.5,37.5,0.5,1.03,2.74
14.5,37.5,0.5,1.54,2.76
15.5,37.5,0.5,2.57,3.35
16.5,37.5,0.5,2.61,3.04
17.5,37.5,0.5,18.31,2.79
18.5,37.5,0.5,5.25,2.66
19.5,37.5,0.5,14.12,2.8
20.5,37.5,0.5,6.01,2.14
21.5,37.5,0.5,1.96,2.28
22.5,37.5,0.5,1.45,2.71
23.5,37.5,0.5,2.41,3.49
24.5,37.5,0.5,3.9,3.85
25.5,37.5,0.5,15.12,4.4
26.5,37.5,0.5,5.33,6.03
27.5,37.5,0.5,3.77,6.0
28.5,37.5,0.5,5.39,6.04
29.5,37.5,0.5,12.1,5.33
30.5,37.5,0.5,1.98,4.67
31.5,37.5,0.5,4.01,3.08
32.5,37.5,0.5,3.21,2.75
33.5,37.5,0.5,2.45,2.24
34.5,37.5,0.5,1.97,2.27
35.5,37.5,0.5,4.88,2.15
36.5,37.5,0.5,4.42,2.14
37.5,37.5,0.5,6.22,2.13
38.5,37.5,0.5,9.08,1.68
39.5,37.5,0.5,1.66,1.35
40.5,37.5,0.5,1.06,1.15
41.5,37.5,0.5,0.89,0.84
42.5,37.5,0.5,0.15,0.67
43.5,37.5,0.5,0.18,0.69
44.5,37.5,0.5,0.62,0.68
45.5,37.5,0.5,0.56,0.82
46.5,37.5,0.5,0.59,0.99
47.5,37.5,0.5,3.62,1.16
48.5,37.5,0.5,2.21,1.26
49.5,37.5,0.5,4.77,1.53
0.5,38.5,0.5,0.61,0.88
1.5,38.5,0.5,0.7,0.74
2.5,38.5,0.5,0.28,0.63
3.5,38.5,0.5,0.34,0.51
4.5,38.5,0.5,0.12,0.36
5.5,38.5,0.5,0.24,0.2
6.5,38.5,0.5,0.26,0.19
7.5,38.5,0.5,0.1,0.26
8.5,38.5,0.5,0.43,0.37
9.5,38.5,0.5,0.53,0.47
10.5,38.5,0.5,0.24,0.86
11.5,38.5,0.5,0.26,1.25
12.5,38.5,0.5,0.46,1.45
13.5,38.5,0.5,1.18,1.67
14.5,38.5,0.5,0.48,2.04
15.5,38.5,0.5,2.07,2.59
16.5,38.5,0.5,1.95,2.44
17.5,38.5,0.5,12.17,2.41
18.5,38.5,0.5,1.64,2.35
19.5,38.5,0.5,2.15,2.3
20.5,38.5,0.5,1.68,1.63
21.5,38.5,0.5,1.68,1.74
22.5,38.5,0.5,2.06,1.85
23.5,38.5,0.5,1.24,2.34
24.5,38.5,0.5,2.15,2.8
25.5,38.5,0.5,2.17,3.48
26.5,38.5,0.5,3.56,5.43
27.5,38.5,0.5,2.33,5.97
28.5,38.5,0.5,7.73,6.48
29.5,38.5,0.5,7.85,6.14
30.5,38.5,0.5,3.89,5.63
31.5,38.5,0.5,7.96,3.81
32.5,38.5,0.5,4.22,3.22
33.5,38.5,0.5,1.43,2.23
34.5,38.5,0.5,1.79,2.03
35.5,38.5,0.5,0.93,1.67
36.5,38.5,0.5,3.2,1.49
37.5,38.5,0.5,6.17,1.37
38.5,38.5,0.5,2.56,1.15
39.5,38.5,0.5,3.51,0.87
40.5,38.5,0.5,1.5,0.78
41.5,38.5,0.5,0.32,0.58
42.5,38.5,0.5,0.22,0.48
43.5,38.5,0.5,0.29,0.51
44.5,38.5,0.5,0.27,0.51
45.5,38.5,0.5,0.09,0.62
46.5,38.5,0.5,0.48,0.74
47.5,38.5,0.5,0.81,0.86
48.5,38.5,0.5,1.01,0.91
49.5,38.5,0.5,1.32,1.12
0.5,39.5,0.5,1.48,0.92
1.5,39.5,0.5,0.92,0.81
2.5,39.5,0.5,2.07,0.71
3.5,39.5,0.5,0.75,0.6
4.5,39.5,0.5,0.22,0.43
5.5,39.5,0.5,0.53,0.3
6.5,39.5,0.5,0.19,0.26
7.5,39.5,0.5,0.18,0.29
8.5,39.5,0.5,0.1,0.36
9.5,39.5,0.5,0.2,0.41
10.5,39.5,0.5,0.08,0.69
11.5,39.5,0.5,0.19,1.02
12.5,39.5,0.5,0.26,1.26
13.5,39.5,0.5,0.99,1.53
14.5,39.5,0.5,0.48,2.03
15.5,39.5,0.5,1.31,2.6
16.5,39.5,0.5,1.55,2.59
17.5,39.5,0.5,1.95,2.56
18.5,39.5,0.5,1.98,2.56
19.5,39.5,0.5,2.51,2.33
20.5,39.5,0.5,0.57,1.65
21.5,39.5,0.5,1.89,1.58
22.5,39.5,0.5,0.86,1.5
23.5,39.5,0.5,0.37,1.88
24.5,39.5,0.5,1.32,2.22
25.5,39.5,0.5,3.16,2.99
26.5,39.5,0.5,2.55,5.09
27.5,39.5,0.5,6.55,7.3
28.5,39.5,0.5,46.53,8.53
29.5,39.5,0.5,7.98,8.61
30.5,39.5,0.5,18.98,8.2
31.5,39.5,0.5,2.7,6.27
32.5,39.5,0.5,3.84,4.18
33.5,39.5,0.5,2.89,2.31
34.5,39.5,0.5,4.41,1.81
35.5,39.5,0.5,1.67,1.29
36.5,39.5,0.5,1.07,1.02
37.5,39.5,0.5,0.55,0.83
38.5,39.5,0.5,0.53,0.8
39.5,39.5,0.5,0.86,0.58
40.5,39.5,0.5,0.37,0.54
41.5,39.5,0.5,0.85,0.38
42.5,39.5,0.5,0.3,0.32
43.5,39.5,0.5,0.24,0.33
44.5,39.5,0.5,0.51,0.35
45.5,39.5,0.5,0.5,0.43
46.5,39.5,0.5,0.43,0.59
47.5,39.5,0.5,0.65,0.7
48.5,39.5,0.5,0.83,0.75
49.5,39.5,0.5,0.95,0.9
0.5,40.5,0.5,1.03,1.54
1.5,40.5,0.5,1.63,1.33
2.5,40.5,0.5,1.52,1.17
3.5,40.5,0.5,0.77,0.8
4.5,40.5,0.5,0.78,0.56
5.5,40.5,0.5,0.49,0.42
6.5,40.5,0.5,0.1,0.33
7.5,40.5,0.5,0.2,0.27
8.5,40.5,0.5,0.1,0.28
9.5,40.5,0.5,0.13,0.3
10.5,40.5,0.5,0.11,0.54
11.5,40.5,0.5,0.24,0.82
12.5,40.5,0.5,0.46,1.14
13.5,40.5,0.5,0.55,1.45
14.5,40.5,0.5,0.75,2.0
15.5,40.5,0.5,6.3,2.5
16.5,40.5,0.5,3.1,2.71
17.5,40.5,0.5,5.11,2.65
18.5,40.5,0.5,5.45,2.65
19.5,40.5,0.5,0.7,2.36
20.5,40.5,0.5,1.98,1.76
21.5,40.5,0.5,0.7,1.47
22.5,40.5,0.5,1.52,1.31
23.5,40.5,0.5,1.35,1.52
24.5,40.5,0.5,0.44,1.78
25.5,40.5,0.5,4.32,2.54
26.5,40.5,0.5,3.4,4.81
27.5,40.5,0.5,11.27,7.62
28.5,40.5,0.5,43.5,9.16
29.5,40.5,0.5,10.8,9.54
30.5,40.5,0.5,11.08,9.31
31.5,40.5,0.5,6.21,7.29
32.5,40.5,0.5,5.62,4.65
33.5,40.5,0.5,6.39,2.63
34.5,40.5,0.5,3.3,1.79
35.5,40.5,0.5,1.02,1.1
36.5,40.5,0.5,0.22,0.78
37.5,40.5,0.5,0.61,0.52
38.5,40.5,0.5,0.85,0.53
39.5,40.5,0.5,0.29,0.45
40.5,40.5,0.5,0.16,0.46
41.5,40.5,0.5,0.72,0.36
42.5,40.5,0.5,0.43,0.38
43.5,40.5,0.5,0.14,0.38
44.5,40.5,0.5,0.4,0.39
45.5,40.5,0.5,1.96,0.47
46.5,40.5,0.5,0.24,0.58
47.5,40.5,0.5,1.31,0.67
48.5,40.5,0.5,1.28,0.74
49.5,40.5,0.5,1.74,0.89
0.5,41.5,0.5,2.33,1.98
1.5,41.5,0.5,4.39,1.7
2.5,41.5,0.5,3.57,1.5
3.5,41.5,0.5,3.11,1.03
4.5,41.5,0.5,1.81,0.71
5.5,41.5,0.5,0.52,0.54
6.5,41.5,0.5,0.67,0.43
7.5,41.5,0.5,0.39,0.36
8.5,41.5,0.5,0.45,0.34
9.5,41.5,0.5,0.32,0.32
10.5,41.5,0.5,0.12,0.36
11.5,41.5,0.5,0.24,0.48
12.5,41.5,0.5,0.12,0.74
13.5,41.5,0.5,0.53,1.04
14.5,41.5,0.5,1.37,1.56
15.5,41.5,0.5,19.39,1.91
16.5,41.5,0.5,7.78,2.5
17.5,41.5,0.5,19.44,2.56
18.5,41.5,0.5,10.13,2.53
19.5,41.5,0.5,1.27,2.17
20.5,41.5,0.5,1.09,1.93
21.5,41.5,0.5,3.37,1.39
22.5,41.5,0.5,1.03,1.18
23.5,41.5,0.5,1.17,1.33
24.5,41.5,0.5,1.38,1.63
25.5,41.5,0.5,1.0,2.39
26.5,41.5,0.5,2.35,4.6
27.5,41.5,0.5,6.47,7.7
28.5,41.5,0.5,42.47,9.38
29.5,41.5,0.5,58.32,10.26
30.5,41.5,0.5,17.19,10.1
31.5,41.5,0.5,22.75,8.21
32.5,41.5,0.5,8.21,5.25
33.5,41.5,0.5,2.69,3.21
34.5,41.5,0.5,1.88,1.88
35.5,41.5,0.5,0.6,1.09
36.5,41.5,0.5,0.44,0.65
37.5,41.5,0.5,0.34,0.43
38.5,41.5,0.5,0.63,0.44
39.5,41.5,0.5,0.3,0.45
40.5,41.5,0.5,0.64,0.52
41.5,41.5,0.5,0.63,0.5
42.5,41.5,0.5,0.46,0.66
43.5,41.5,0.5,0.26,0.65
44.5,41.5,0.5,0.45,0.66
45.5,41.5,0.5,1.06,0.7
